interest_rate,unemployment_rate,inflation_rate,gdp_growth_rate,labor_force_participation_rate,consumer_confidence_index,government_debt_to_gdp_ratio,exchange_rate,stock_market_index,housing_price_index,manufacturing_pmi,services_pmi,retail_sales_growth_rate,business_confidence_index,wage_growth_rate,exports_volume,imports_volume,government_revenue,government_spending,business_startups_rate,consumer_spending,investment_rate,savings_rate,tax_revenue,interest_coverage_ratio,bankruptcies_rate,business_closures_rate,consumer_debt_to_income_ratio,government_deficit_to_gdp_ratio
7.99,11.37,3.88,1.56,13.26,84.67,79.49,1.265,31399.1,469.38,92.11,45.29,10.44,14.74,8.8,745952,678205,848419125,316362654,44.31,794150.21,68.45,86.6,2084364,93.7,7.55,6.77,241.29,3.53
5.69,18.55,1.74,0.81,62.9,5.79,15.42,0.0251,13591.61,255.96,63.05,44.7,-16.5,4.1,0.73,504901,930402,355879605,329580610,70.54,32525.92,76.18,98.95,22016041,2.73,3.22,3.63,419.29,5.04
7.23,0.75,-1.41,-7.12,31.62,128.91,61.45,0.3521,21231.06,115.44,48.16,60.3,17.09,127.07,4.63,72204,423340,159446795,948343811,73.31,573739.43,43.51,32.39,23913577,77.51,8.9,3.57,254.42,9.78
9.42,6.21,-1.45,8.33,68.25,179.63,34.28,1.1178,34786.9,401.17,98.79,0.09,10.35,3.35,5.13,787804,770582,532006224,242909003,26.66,432339.93,39.31,0.85,66725500,53.84,8.6,1.86,203.47,8.85
0.6,18.8,-3.15,1.97,43.02,75.52,101.19,0.5014,29821.59,143.5,20.77,29.72,19.26,87.28,3.4,14471,347904,789698638,830098531,22.24,718899.21,22.66,14.19,87877042,75.89,8.24,3.97,462.58,0.67
5.85,8.57,2.23,3.75,12.51,101.88,27.36,2.3476,44215.04,436.48,5.87,62.91,9.93,108.58,1.39,701290,967321,551804351,93708584,92.13,112552.77,92.42,83.06,35670758,31.06,7.69,6.58,327.48,0.87
6.03,11.27,-4.46,-0.44,19.58,114.27,147.8,2.1332,5527.56,350.54,27.64,56.74,-2.79,69.27,3.51,638024,928017,118531513,53662472,74.98,367485.48,46.07,68.15,92593062,72.89,5.43,2.04,62.75,9.95
8.39,5.36,4.71,-7.82,6.68,7.51,136.21,1.2536,35771.12,338.95,42.25,39.99,-6.9,136.41,6.61,750619,795765,990365071,534414174,3.28,337364.84,2.64,65.35,43847990,10.5,1.5,3.25,283.47,8.67
3.54,0.61,2.5,-9.69,41.03,165.95,27.87,1.9547,43520.1,69.48,61.37,51.85,2.2,95.81,1.32,358358,619039,142387926,420968396,75.2,31767.78,54.29,70.46,25109108,13.19,7.38,4.77,394.8,8.22
5.21,15.33,-3.84,-4.49,54.87,33.16,56.3,1.9742,462.05,327.08,68.42,14.36,3.91,172.36,2.45,172861,495591,226679106,433098245,46.83,760750.09,5.36,74.77,11124778,12.99,0.52,0.69,72.99,1.85
8.59,13.5,-4.02,-3.47,72.28,114.73,150.15,1.7332,40837.66,108.37,71.35,58.63,4.9,89.95,1.72,526131,263905,214043331,232640838,42.98,400032.52,30.98,74.71,23192019,94.2,7.52,5.43,420.49,6.53
0.5,14.02,-2.55,7.46,10.86,38.13,168.01,0.7021,18485.05,155.84,33.49,65.86,-7.88,63.56,4.38,530943,534451,301069640,721678985,50.6,458762.35,49.68,51.5,83751309,62.15,2.17,5.02,3.11,3.57
0.29,4.71,-4.84,6.0,27.36,36.48,134.96,1.4628,2633.58,427.36,16.54,95.1,-3.22,144.79,8.22,494807,329111,66759753,360371110,61.77,398302.79,5.75,73.09,14905645,8.1,3.82,3.8,297.23,8.77
8.23,15.52,-2.08,-6.47,49.9,135.76,141.66,1.821,30395.78,362.11,9.37,44.82,7.69,4.92,4.25,625459,985856,486350579,222001047,2.2,502747.84,49.69,33.2,69341977,98.2,6.71,9.96,394.75,2.79
2.22,0.05,2.56,3.06,92.86,120.81,25.23,2.5246,31437.01,203.02,58.32,5.39,13.02,31.22,7.86,584379,448179,603155785,203555036,1.47,461627.41,13.65,62.16,17724308,42.36,1.48,3.92,371.11,1.08
5.58,11.15,1.59,5.53,56.07,176.35,140.31,1.6518,41398.2,102.62,62.14,5.39,-10.74,79.71,8.17,274245,93118,126157363,49849793,1.95,542475.72,89.87,45.91,62120630,3.52,2.15,9.02,71.92,4.71
4.71,14.2,-1.51,3.56,55.03,69.08,22.8,2.229,3939.23,352.46,66.66,15.54,8.91,76.06,1.4,675851,680034,588007651,363324643,74.64,925454.88,83.06,52.01,11647816,20.92,1.09,0.65,203.83,4.34
7.54,15.31,-1.72,2.94,0.34,183.62,128.6,0.8509,37665.8,58.29,32.92,68.05,-8.65,39.41,5.09,809,792331,804110094,604618302,24.65,472510.19,21.24,32.94,6226453,71.07,5.94,5.4,359.5,6.43
8.86,9.91,3.12,-9.25,24.35,34.48,58.97,0.5594,46685.55,210.89,34.74,58.31,19.42,174.18,0.63,239140,620966,116591570,611383630,53.41,366570.11,80.23,25.17,64559166,41.54,3.78,5.1,480.26,1.42
2.29,12.21,-3.45,-0.05,32.13,156.2,36.72,0.1139,42215.83,258.19,92.28,43.92,17.99,10.92,9.04,130808,302050,640396236,715202195,36.8,80310.13,62.6,53.51,37643163,23.5,7.56,0.65,377.95,4.65
7.22,9.21,-3.88,-9.15,56.95,125.15,176.58,2.9169,3162.0,222.89,63.36,62.71,14.94,110.97,1.88,230531,985024,34395441,617419989,46.85,740437.25,17.14,80.8,94713174,90.61,2.66,1.52,63.12,9.38
1.95,19.23,-0.13,8.39,25.78,165.76,79.49,1.4877,12120.21,97.92,90.33,99.09,18.36,15.61,7.13,358999,107565,310374381,233640309,56.44,404927.65,87.45,53.13,81322018,23.75,3.96,5.41,442.35,8.22
1.38,12.69,2.14,1.35,17.7,31.15,140.56,0.3963,5985.81,109.72,60.75,74.12,0.94,0.03,0.9,279017,564019,62279327,651974212,22.66,392495.03,26.52,96.26,33547052,9.54,0.25,5.32,69.32,5.93
4.22,7.63,4.88,-9.57,59.87,150.56,46.64,1.6967,44938.34,336.85,74.52,43.37,-12.1,117.46,1.87,256218,164542,336531238,60528196,81.91,961066.92,42.92,2.47,83859634,94.19,2.05,6.72,171.36,5.15
9.46,9.39,4.82,8.62,69.67,23.58,166.29,1.4528,2519.4,354.16,25.01,81.08,-11.78,20.49,7.49,686157,961538,358358142,238632095,27.1,262746.96,53.45,97.82,51619919,30.45,8.63,4.12,465.53,0.52
6.97,7.67,3.93,4.21,80.17,153.66,149.31,2.7553,40730.33,127.99,54.38,28.74,-6.89,154.1,9.02,3658,707897,795938822,467743176,92.5,654372.02,66.75,59.09,38890109,44.43,6.5,4.44,260.47,6.3
9.79,4.45,-2.49,-6.41,3.93,137.84,88.16,0.3782,41732.37,144.79,78.62,21.51,7.9,187.8,9.56,379004,163902,803813476,686382327,63.8,414073.13,0.64,31.59,1362425,49.08,8.36,0.17,133.28,5.81
9.68,9.17,0.0,1.3,38.49,61.96,63.14,0.4632,13352.74,480.56,77.37,85.16,1.81,194.83,4.57,646581,974831,959722385,915802304,43.87,67370.46,94.21,42.94,57578034,33.13,8.94,4.39,431.55,5.65
4.0,2.49,-0.5,-4.1,13.3,121.18,89.56,1.3081,3318.56,455.62,6.35,43.85,15.35,132.47,1.03,922578,583611,236308954,418431836,36.51,812521.76,87.95,24.32,19687294,86.04,5.0,8.04,53.28,1.06
2.61,8.84,3.65,3.86,7.24,115.43,190.46,2.7647,19975.09,123.7,90.34,79.18,-18.26,61.38,8.88,348377,669125,694569156,569416060,5.13,27525.56,5.9,15.56,90339601,64.7,2.38,6.05,145.37,9.24
8.96,12.1,-2.06,-3.74,19.38,98.99,88.01,2.6962,34464.5,489.1,12.16,69.85,8.27,78.09,9.54,773503,856536,913746415,768326253,39.66,650679.08,57.44,20.45,84007943,70.41,6.83,4.21,488.94,8.08
1.63,10.11,2.12,-2.74,28.45,193.65,96.18,1.4463,31861.93,309.48,95.29,97.35,-19.82,104.73,9.47,267136,448096,194935522,492367996,49.25,471443.03,55.42,89.62,62668485,87.87,5.18,2.92,32.17,2.39
3.78,10.99,1.2,-0.69,83.73,137.12,94.72,0.2119,29555.18,216.18,56.1,16.6,-12.8,165.81,3.66,819907,843981,59989587,127696133,34.75,272405.97,56.08,63.03,46483873,42.51,0.57,4.81,128.68,1.38
5.39,19.56,1.41,-5.86,7.18,75.83,8.37,0.5525,11283.33,412.69,87.9,73.66,6.06,148.0,4.58,574006,652935,959719503,286849675,21.8,391002.49,26.23,79.07,34453508,15.55,9.64,6.25,314.43,6.07
7.99,18.37,-4.41,-9.12,78.51,151.92,49.14,0.3037,34479.35,471.88,33.65,40.88,7.3,94.81,3.75,336476,758442,649305565,340456541,71.81,176703.22,6.67,73.06,13218667,81.41,3.59,3.21,479.38,3.61
5.53,4.27,0.58,3.36,67.36,164.68,119.38,0.2925,4667.76,317.01,44.74,28.47,17.96,30.28,9.88,936439,943658,905191171,47439067,34.15,94679.13,82.85,94.63,70813113,1.84,9.34,2.17,311.28,2.69
6.11,2.16,3.95,2.57,72.83,138.54,46.27,0.7774,28152.44,481.77,37.23,28.38,12.91,88.23,4.74,301818,841757,57988161,44481705,91.94,547207.34,74.1,50.45,93111443,16.43,2.79,6.12,354.23,0.51
8.62,11.98,1.85,1.34,13.52,109.66,170.29,1.4617,15077.83,56.74,6.41,75.52,19.75,176.94,2.96,52139,331936,63393342,469505950,25.16,617798.96,10.42,45.84,58191166,95.97,1.45,7.36,163.4,6.52
6.49,3.17,-4.49,3.65,28.05,155.18,150.99,0.9646,26853.8,158.97,74.86,51.48,-5.7,2.56,6.35,352835,362856,26189171,404405251,31.89,750979.48,24.98,9.3,51288118,7.91,3.58,0.69,12.44,0.91
1.68,14.25,-1.77,-7.27,85.78,190.33,69.56,0.0953,47861.69,242.49,76.83,52.58,15.38,88.32,4.0,625383,892687,634121900,889238197,61.05,708529.41,22.44,64.54,16477381,24.2,9.35,6.95,124.8,7.62
1.64,11.33,1.42,-7.65,84.37,104.82,67.67,0.32,15140.78,307.65,78.48,80.8,11.14,11.67,2.14,250722,770683,915308116,769027858,69.78,925311.6,19.83,22.76,85693105,3.97,2.54,9.76,393.52,0.49
7.38,6.14,0.52,-2.05,69.63,128.85,140.17,0.0253,4451.43,95.57,27.52,21.75,-0.96,121.3,0.97,109537,412010,697918930,317200762,63.84,694207.35,43.53,40.33,20952436,70.92,3.17,5.49,389.11,7.52
6.72,8.75,2.24,-7.83,0.94,160.89,164.6,1.1753,39941.44,433.45,23.72,12.06,6.96,68.11,8.67,69147,209397,571027961,756826075,54.28,143836.46,9.57,64.69,41572409,23.34,9.97,7.22,27.86,5.7
5.32,4.35,0.25,5.81,13.37,32.71,1.49,0.8117,33837.41,441.49,91.87,58.92,-12.33,128.86,5.55,306327,900905,107525035,346418712,9.28,701127.55,63.99,77.15,79657540,88.18,4.55,8.17,326.77,9.24
3.81,8.06,-3.35,7.53,87.54,76.09,89.41,2.2344,40901.75,371.04,36.19,62.02,-1.12,68.28,8.56,506612,920344,911652542,537282070,88.02,972285.31,81.35,18.88,86759687,73.28,5.0,4.31,285.92,6.7
7.26,5.56,-3.03,6.67,75.59,188.81,153.6,0.4069,20059.69,102.67,1.79,7.75,9.79,80.49,8.88,630407,716736,242079299,951542121,56.82,932842.75,15.57,38.22,26174503,5.32,3.7,3.7,80.51,3.42
5.17,3.96,3.0,-9.07,56.51,29.5,76.94,0.1409,26553.5,340.85,87.88,18.29,-18.97,81.48,6.79,885050,368813,110136306,249437996,76.85,22250.37,76.03,75.84,70374940,57.36,7.12,1.51,11.73,8.22
7.41,4.15,0.42,9.05,54.33,182.4,103.61,2.7568,25394.99,83.53,54.99,68.83,15.67,165.51,9.57,50179,593613,740215027,962519999,75.16,196655.3,53.31,6.03,44615065,91.15,4.24,4.6,440.32,2.98
7.18,8.76,1.74,-3.94,64.73,164.24,159.49,1.0291,769.05,100.64,61.58,74.16,-18.64,24.09,5.01,395290,990001,577225422,785653021,79.35,959669.67,8.06,1.44,49393934,38.78,8.4,4.23,110.09,8.28
9.58,17.03,1.87,2.59,68.64,34.04,73.61,1.4453,36276.88,100.26,36.13,88.24,-16.52,43.67,6.56,807510,743350,249702774,693811442,14.04,416677.71,68.36,14.09,72448427,79.07,0.58,5.36,280.73,0.13
6.74,9.46,1.73,-5.02,38.69,9.26,67.32,1.0018,32937.76,397.41,89.95,24.02,13.29,52.05,0.45,534406,299252,389643478,336229404,42.41,954001.55,45.48,73.79,52964081,15.98,0.13,8.45,27.37,9.86
5.66,4.99,3.4,8.88,61.51,51.04,91.07,1.8397,49711.47,261.56,39.1,69.37,17.8,105.06,7.2,866217,844705,148611305,899611382,30.82,662330.72,19.42,47.61,8636363,84.66,3.26,0.85,479.26,8.3
1.31,15.97,-1.42,7.27,86.48,55.02,10.7,0.6358,32061.12,315.6,62.49,93.55,11.12,96.98,5.08,857463,117010,925176080,839283818,75.81,154139.84,28.22,4.57,36320061,84.27,5.95,7.89,302.81,3.64
3.21,19.58,0.16,5.01,77.06,86.24,104.01,0.0482,49977.02,332.59,63.22,27.05,-5.89,166.19,1.74,253110,580534,622576775,276513687,96.59,418153.39,77.82,91.98,60403353,42.35,8.34,1.06,304.05,2.17
1.08,3.54,-3.37,3.48,97.51,66.19,73.39,0.5565,37698.67,427.2,92.46,58.73,-1.09,33.28,5.38,960991,327297,683419369,180886507,9.04,129675.2,33.79,85.41,71392465,35.77,2.91,8.04,310.27,6.15
9.0,6.76,3.09,-9.89,6.43,167.76,11.94,1.0018,47258.15,166.25,68.2,22.23,-14.55,142.85,8.02,346066,389213,228258102,166850920,5.61,239801.33,24.09,68.69,64241167,34.63,0.78,3.32,468.79,5.84
5.41,18.48,-2.98,6.11,80.7,81.88,93.28,0.0872,14309.59,242.97,27.41,3.57,17.56,199.45,0.97,126844,720272,592929521,36537132,2.34,535433.31,5.2,61.42,64337139,47.72,3.99,2.05,80.71,7.22
3.93,6.16,1.88,0.89,76.54,76.1,87.2,1.4693,1310.95,465.9,56.15,48.9,8.63,113.78,7.56,504101,144784,693743259,257119684,53.17,555587.86,77.04,15.64,97997468,33.15,4.14,4.05,112.2,2.85
7.23,18.4,-3.05,-5.08,59.21,185.28,61.28,2.9954,17289.96,471.54,47.31,92.42,6.86,86.56,2.71,297497,985363,732129643,733968962,37.93,346778.83,7.52,62.99,39323758,89.42,2.87,4.41,299.49,5.42
4.67,2.01,3.37,3.4,82.47,10.04,113.97,0.6939,30781.02,319.82,45.57,58.73,12.48,76.04,9.9,502661,364515,321769363,675812746,75.48,91801.22,55.51,17.64,635699,49.13,5.48,1.98,389.98,0.39
1.86,16.2,-2.69,2.13,49.08,47.59,167.75,2.933,34768.29,335.78,18.16,68.11,3.95,124.44,3.37,800402,412496,101648682,945802856,69.84,350531.04,28.35,28.65,88297966,33.32,5.13,0.56,406.68,6.62
7.95,19.94,2.33,-9.03,10.31,120.22,63.87,2.3391,23618.29,56.64,3.94,67.96,-19.59,180.55,8.7,667435,833778,971434210,491409027,98.32,101919.55,61.42,94.18,35090751,20.57,9.11,5.35,371.01,4.98
4.25,18.95,-0.86,2.89,88.18,149.97,131.34,2.904,34957.53,142.76,22.68,85.07,-19.22,29.93,8.86,796549,887043,976240016,241812105,67.73,562206.82,5.91,12.83,12844915,4.07,5.68,5.12,249.8,3.47
8.96,19.26,1.29,9.22,2.82,125.18,27.74,1.0583,11049.36,355.94,87.19,48.94,14.64,98.89,3.15,107967,666113,405685073,236886015,92.47,503968.42,19.29,28.36,59576977,40.27,1.69,3.97,340.41,4.21
4.07,16.71,4.34,-2.25,73.47,4.37,124.68,2.7685,14555.87,497.35,13.94,70.88,-5.43,185.6,2.59,898636,644013,680218965,857261190,41.84,971148.83,74.39,58.37,32501908,25.82,8.14,2.99,199.89,6.15
5.72,2.26,-1.46,-0.71,76.18,147.03,122.81,1.5927,24927.74,81.16,62.92,17.16,13.0,27.65,9.87,974328,922997,875312002,239131590,57.82,298624.72,36.77,83.14,89025865,4.04,8.48,9.04,490.71,1.23
3.83,4.02,2.88,9.93,14.09,43.44,87.46,2.4527,8648.26,452.83,61.75,36.95,9.33,198.9,3.96,52102,456899,195690887,172298554,73.48,867998.67,87.17,11.43,82676701,37.15,7.3,5.25,278.56,6.87
5.88,6.48,3.51,-0.06,85.79,2.39,133.54,1.5035,174.67,268.62,18.41,0.71,2.38,104.53,7.5,283389,916153,201884497,602852790,49.15,224700.42,13.7,4.56,25809845,28.98,7.95,0.11,222.64,1.31
8.26,5.79,1.27,7.72,73.64,38.74,127.52,2.8237,34060.25,492.23,45.72,10.03,-18.25,158.17,0.59,850246,821512,822383004,929207091,93.42,223497.33,18.98,89.68,45885282,17.45,2.69,0.28,71.9,9.14
8.66,10.12,-3.09,-7.81,96.61,80.25,163.58,1.1632,37152.81,370.31,68.78,72.42,9.77,25.81,4.97,854812,865277,993852075,546555388,79.99,226712.12,74.47,44.39,83900884,41.48,3.47,9.68,10.15,9.12
0.14,0.17,-1.59,-2.86,65.66,149.95,68.27,1.2571,49263.33,141.07,18.49,22.21,5.32,72.56,7.51,338081,393904,195355187,43048940,42.72,741324.35,51.05,13.82,73700743,46.71,6.79,4.06,283.72,6.67
8.35,15.15,-4.92,5.52,31.75,61.01,60.12,0.6432,21384.89,90.32,78.91,45.94,-6.47,177.51,3.74,546420,521333,70168456,34332535,13.81,42004.56,21.63,61.18,18341892,38.99,3.61,3.63,465.95,5.24
7.5,18.69,-0.51,-4.0,73.2,60.04,169.36,0.1618,41129.94,292.46,29.63,35.3,10.1,71.31,6.19,327974,20944,855497448,324031328,70.33,318391.0,38.03,64.95,58430642,80.18,6.92,3.39,292.75,2.89
4.47,3.88,-2.5,6.23,75.0,113.31,90.65,1.0766,38454.49,265.72,55.06,21.0,14.18,127.79,2.39,150805,864938,88611030,973198758,91.37,30633.8,67.49,5.4,58463977,0.89,8.55,3.72,239.46,4.91
7.39,16.23,4.0,-4.44,84.94,99.45,75.12,1.4882,18427.98,443.69,2.1,93.99,13.32,69.78,0.38,625992,448383,34805008,128878909,61.27,238991.12,23.28,31.31,15206201,94.01,8.67,0.09,45.2,9.27
3.97,13.67,1.96,-9.09,53.3,131.65,34.13,0.2154,8927.78,462.43,36.77,23.2,4.91,53.16,6.57,458226,198512,602474899,462486040,86.59,739374.93,75.96,80.82,93172604,46.85,8.66,0.05,240.41,1.89
3.3,7.86,2.05,1.74,53.08,50.58,51.55,1.5451,44691.16,317.76,1.41,56.7,-2.81,85.99,6.63,669398,651560,818670822,370124289,90.51,405702.63,64.68,76.59,97874495,39.75,0.14,3.83,259.59,2.75
0.48,7.19,2.21,-3.43,3.56,8.6,196.92,0.4897,25813.12,360.92,22.47,48.32,-6.33,25.74,5.96,850501,407402,698972704,685271372,97.64,410757.74,86.36,56.09,83139143,52.96,9.21,8.33,386.07,6.37
5.02,18.51,-2.68,4.57,7.61,81.2,23.57,1.0448,47288.56,400.43,26.02,20.07,-12.04,19.14,1.55,779299,754503,928230176,95673424,69.02,667537.59,92.1,15.55,74618626,57.35,2.04,8.38,239.47,4.15
7.7,2.23,0.43,-1.7,58.87,59.34,154.07,2.8709,4670.72,444.23,57.25,60.37,18.0,133.73,5.64,809028,8293,912491285,727155339,35.87,582651.3,69.02,58.29,95025785,45.55,2.84,2.32,459.6,1.47
3.36,17.89,-4.91,-1.28,61.19,119.23,118.93,1.1907,8241.25,127.2,46.16,84.18,3.74,141.6,8.68,847000,622220,434619138,218896003,26.79,653618.27,84.51,13.42,24034845,33.25,8.34,3.07,133.57,6.37
6.95,2.48,3.72,-7.1,21.78,51.4,20.7,1.4343,40306.63,190.85,80.6,11.18,19.86,134.41,6.86,48306,76394,641572282,22368035,28.66,152874.62,7.59,56.49,60569554,65.64,9.93,0.58,311.88,0.37
3.31,13.77,1.66,-8.89,87.58,51.32,198.74,2.906,2219.88,196.27,36.19,16.19,13.17,149.73,0.93,910092,220976,592694431,511728845,73.39,392460.19,48.15,21.81,45102385,92.85,9.55,1.64,366.18,5.76
7.41,11.94,4.79,-6.03,63.16,48.28,172.88,2.9322,8614.16,180.32,36.99,98.74,-18.05,117.85,6.84,171042,223904,954421794,568769212,34.38,884715.11,95.09,55.06,22399081,53.46,2.19,2.55,432.48,0.8
7.54,3.51,-4.27,2.39,70.69,106.51,39.78,1.1643,42717.35,73.74,46.34,44.19,12.7,176.13,6.01,293004,286115,868529324,162645555,58.21,395543.1,45.75,0.97,99022650,62.5,0.74,2.78,124.35,2.31
3.56,14.97,4.14,-4.74,40.2,190.25,120.86,1.6703,14142.45,268.51,49.75,60.7,-6.26,112.01,6.07,463202,638488,94526380,662985581,9.06,5746.96,45.78,83.25,60038362,56.84,5.25,6.71,110.78,0.78
2.74,10.39,1.31,-3.27,4.56,125.72,187.37,1.0379,4366.25,463.07,0.95,41.55,-17.37,46.72,5.64,960212,795183,255012317,196170183,7.09,230079.51,67.8,53.82,58598215,2.85,5.02,2.19,419.7,0.3
1.09,8.28,-0.93,9.48,27.61,134.92,41.21,2.6453,4178.23,483.49,21.59,49.22,-1.94,43.25,9.04,797562,50649,288303447,855342224,31.94,988685.84,48.55,83.81,45764331,79.25,4.89,4.03,154.26,4.14
5.11,8.52,-4.64,-1.12,97.89,95.66,128.12,1.2434,8046.1,398.4,40.18,97.1,3.06,153.64,8.89,357650,306228,970798854,687760124,47.54,655061.78,46.76,38.36,23957403,72.26,5.51,5.71,183.44,0.28
9.94,12.11,-4.88,9.74,80.68,184.31,46.87,2.407,6515.08,242.66,49.21,51.41,15.9,142.68,8.48,697319,726357,402655106,73561050,33.92,253245.49,64.96,86.87,55434283,45.2,8.86,9.72,258.65,5.24
8.61,12.44,-0.11,-2.69,5.42,63.58,134.95,2.7385,33623.04,472.19,49.61,6.94,-8.23,127.06,3.79,616551,51532,268121579,438331030,39.52,627826.36,40.84,79.1,25563877,76.07,0.75,6.34,269.7,4.84
9.63,10.7,0.49,7.46,78.79,8.61,58.83,2.1779,14258.13,449.45,11.17,30.88,-6.62,15.89,3.49,878886,368790,767089434,631400900,50.93,62647.92,91.99,88.91,78362197,29.33,2.56,8.9,49.8,2.71
4.52,6.45,-3.72,-8.66,18.65,36.82,59.2,2.9267,45492.21,159.24,40.37,19.89,0.1,100.14,3.26,275285,778624,204579155,875803925,27.81,577094.73,66.39,26.5,70445238,42.93,5.15,5.64,102.94,4.59
7.45,12.34,3.38,-5.99,63.17,91.71,23.24,1.1195,45361.32,412.5,67.98,2.95,-15.21,182.54,4.96,224146,728465,984559365,559277580,35.69,727846.1,54.6,53.92,81388817,94.1,10.0,3.99,340.13,6.89
6.26,19.22,1.63,9.75,70.47,89.74,114.38,0.9246,6375.81,457.01,17.73,50.05,-3.42,189.09,7.45,373104,195070,975909856,339447331,57.06,560728.22,38.19,66.71,22667306,23.82,2.03,2.22,38.85,9.86
6.09,10.3,4.02,-4.66,38.18,88.49,178.75,2.5539,35586.15,155.07,99.36,47.02,-16.93,104.13,6.43,593641,184906,131647719,554726829,67.85,210190.11,15.81,33.34,26747510,36.81,6.65,2.94,285.8,3.05
4.19,2.86,-0.7,-4.24,60.93,76.64,141.4,1.1049,36829.42,227.01,36.21,25.15,-15.35,141.15,3.63,994486,882910,662292448,771868656,76.15,5545.7,56.32,84.99,18582536,4.84,8.16,5.53,40.56,6.54
5.27,14.92,3.17,-2.28,73.79,116.11,101.85,1.053,17680.14,183.24,23.61,55.2,9.37,146.64,7.56,103062,786460,797422982,380982981,1.74,233995.11,2.88,91.39,78012539,68.58,4.38,8.73,286.24,7.61
3.3,17.48,1.15,-1.94,50.58,30.03,128.78,0.1215,48306.05,232.14,46.99,99.56,14.36,47.62,9.93,308673,72465,894168042,241267504,43.9,295779.31,35.61,81.38,69818370,88.57,7.21,4.12,196.12,8.84
0.53,18.28,2.74,2.74,65.54,141.9,47.04,2.7946,44840.04,399.43,27.89,85.27,-12.76,28.35,2.0,121858,556770,379844598,889309260,69.71,610928.87,20.02,25.69,84344236,33.12,1.57,3.71,60.22,7.02
7.95,17.7,3.81,-8.13,29.9,142.52,29.9,0.8976,25797.1,404.64,41.59,82.78,1.04,184.98,4.74,848209,485903,908877632,175530,88.03,989477.86,19.13,36.42,23164716,60.65,6.43,0.36,409.49,2.36
6.48,10.45,-2.58,6.56,21.38,12.2,195.65,2.4525,16329.72,295.06,93.38,56.72,18.85,65.95,8.17,997401,359172,17668376,427888894,93.64,577233.3,48.25,50.56,68302076,48.09,1.3,0.67,468.65,1.12
5.19,10.86,-3.84,2.97,28.53,28.3,15.93,2.6232,26084.7,68.01,21.0,76.75,4.08,149.15,6.35,729747,66150,12748020,457558634,60.06,12727.33,81.89,83.79,26912737,31.86,5.79,7.05,47.29,9.31
5.73,10.64,2.19,-5.2,71.3,78.08,136.35,0.9377,8951.13,113.81,88.18,90.71,17.74,187.15,6.61,357054,929440,326704179,709565816,93.21,178284.36,79.6,35.13,79397791,9.51,9.39,9.23,150.24,8.5
3.6,18.07,3.12,9.04,83.18,129.11,13.05,1.4036,41093.96,458.64,12.49,45.56,17.83,46.76,0.71,857176,37468,66427924,92047189,1.24,969953.96,73.15,55.0,77255642,82.71,8.82,7.86,9.92,7.43
4.88,4.63,1.84,0.75,26.67,100.02,113.24,0.162,10439.23,306.27,39.73,16.64,3.83,5.24,2.13,254189,581631,840455407,807910534,41.73,262191.04,62.18,99.86,81379746,96.74,6.21,5.04,7.74,8.23
4.56,15.0,4.42,5.41,75.19,89.88,181.49,1.1519,762.22,465.77,16.46,16.0,9.48,138.91,2.79,338649,518490,291889955,968457212,7.05,665273.49,23.28,53.44,26571247,71.96,9.13,6.09,496.72,6.36
7.16,17.9,-1.56,5.01,97.07,46.9,55.0,1.0076,12260.09,327.45,85.18,1.61,-15.12,49.22,3.3,993799,253351,517207464,829867021,17.69,489706.26,33.71,4.1,973147,83.99,1.42,0.09,464.78,1.2
6.81,2.22,0.98,0.61,13.39,108.29,17.76,2.824,20763.25,267.6,82.76,73.28,-10.66,105.18,2.26,543714,835164,658787554,218181226,43.95,812243.87,93.49,34.67,99795008,92.54,5.28,0.93,90.0,4.06
7.13,19.03,-4.28,-6.77,89.48,158.77,25.19,2.4284,16927.29,211.31,64.64,97.15,-17.05,87.94,3.13,564087,730160,921190474,361971955,37.92,215989.87,85.52,48.23,36686758,44.79,4.07,7.12,234.67,8.2
4.62,12.98,-2.81,-2.34,87.4,98.16,71.52,0.6833,14813.47,230.91,43.4,19.13,10.28,119.02,0.38,413322,517701,279332137,852170044,11.08,63207.0,13.04,19.52,35728803,82.52,5.23,8.26,184.79,2.09
8.85,4.72,-0.65,8.82,65.33,168.24,54.41,0.8605,27805.54,447.82,16.01,89.07,-1.53,120.68,2.68,224129,15311,876883577,173904862,60.59,736483.29,72.94,26.85,32168185,72.14,6.13,6.14,246.86,5.03
2.88,16.56,-3.44,1.65,44.09,139.31,189.3,1.5678,35808.23,322.73,93.88,9.68,19.32,85.06,1.68,691977,894797,447668176,19124977,42.72,383080.49,62.58,37.33,93508246,58.97,3.36,4.46,466.66,3.86
0.32,12.25,0.95,-5.99,70.07,46.11,85.97,1.0521,3734.32,80.46,60.52,15.46,6.85,173.78,1.86,513333,368142,311446015,728360572,63.1,159882.86,56.59,14.86,87529113,42.69,0.56,9.44,468.39,2.56
9.01,7.2,3.98,7.21,6.59,121.48,2.67,0.0233,40035.08,462.61,21.72,43.43,-17.29,102.08,7.07,987876,704852,20865451,209001938,93.68,74606.66,46.49,80.48,91842585,18.41,8.53,3.77,113.25,1.24
1.7,0.17,1.22,-1.44,47.71,177.4,102.59,2.5575,41315.56,77.92,10.3,43.09,-18.42,172.43,1.45,980232,597956,654839837,150666742,27.39,125667.96,51.28,22.85,8682906,15.81,7.2,1.66,323.86,1.72
